strain	date	abbr_authors	lineage	genbank_accession	author	accession	host	country	division
G-27879-1-2	2023-01-17	Sandi et al.	LIV_V	OR041680	Sandi,J.D.,Momoh,M.,Jalloh,A.M.S.,Kamara,M.S.,Kallon,T.M.P.S.,Francis,B.,Samuels,R.J.,Wohl,S.,Alhasan,F.,Kanneh,L.,Park,D.,Tomkins-Tinch,C.,Siddle,K.J.,Schefflien,J.S.,Sabeti,P.,Garry,R.F.,Andersen,K.G.,Happi,C.,Grant,D.S.	OR041680	Homo sapiens	Sierra Leone	Kgh
G1647-SLE-2011	2011-01-01 (2011-01-01 - 2011-11-03)	Andersen et al.	LIV_V	KM821808	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821808	Homo sapiens	Sierra Leone	
G1932-SLE-2011	2011-12-31 (2011-03-20 - 2011-12-31)	Andersen et al.	LIV_V	KM821816	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821816	Homo sapiens	Sierra Leone	
M.natalensis-wt/SLE/2019/Largo-00291	2019-10-27	Ghersi et al.	LIV_V	OM735972	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735972	Mastomys natalensis	Sierra Leone	Largo
M.natalensis-wt/SLE/2019/Largo-00292	2019-10-27	Ghersi et al.	LIV_V	OM735970	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735970	Mastomys natalensis	Sierra Leone	Largo
G-7601-4-2	2017-04-09	Sandi et al.	LIV_V	OQ919513	Sandi,J.D.,Momoh,M.,Jalloh,A.M.S.,Kamara,M.S.,Kallon,T.M.P.S.,Baimba,F.,Samuels,R.J.,Wohl,S.,Alhasan,F.,Kanneh,L.,Park,D.,Siddle,K.J.,Schieffelin,J.,Sabeti,P.,Garry,R.F.,Andersen,K.G.,Happi,C.,Grant,D.S.,Schefflien,J.S.	OQ919513		Sierra Leone	Kgh
G-24650-2-2	2021-03-15	Sandi et al.	LIV_V	OR041678	Sandi,J.D.,Momoh,M.,Jalloh,A.M.S.,Kamara,M.S.,Kallon,T.M.P.S.,Francis,B.,Samuels,R.J.,Wohl,S.,Alhasan,F.,Kanneh,L.,Park,D.,Tomkins-Tinch,C.,Siddle,K.J.,Schefflien,J.S.,Sabeti,P.,Garry,R.F.,Andersen,K.G.,Happi,C.,Grant,D.S.	OR041678	Homo sapiens	Sierra Leone	Kgh
G-24650-1-2	2021-03-12	Sandi et al.	LIV_V	OQ919511	Sandi,J.D.,Momoh,M.,Jalloh,A.M.S.,Kamara,M.S.,Kallon,T.M.P.S.,Baimba,F.,Samuels,R.J.,Wohl,S.,Alhasan,F.,Kanneh,L.,Park,D.,Siddle,K.J.,Schieffelin,J.,Sabeti,P.,Garry,R.F.,Andersen,K.G.,Happi,C.,Grant,D.S.,Schefflien,J.S.	OQ919511		Sierra Leone	Kgh
M.natalensis/SLE/2020/Largo-00521	2020-02-18	Ghersi et al.	LIV_V	OM791222	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM791222	Mastomys natalensis	Sierra Leone	Largo
G-27882-1-2	2023-01-20	Sandi et al.	LIV_V	OR041681	Sandi,J.D.,Momoh,M.,Jalloh,A.M.S.,Kamara,M.S.,Kallon,T.M.P.S.,Francis,B.,Samuels,R.J.,Wohl,S.,Alhasan,F.,Kanneh,L.,Park,D.,Tomkins-Tinch,C.,Siddle,K.J.,Schefflien,J.S.,Sabeti,P.,Garry,R.F.,Andersen,K.G.,Happi,C.,Grant,D.S.	OR041681	Homo sapiens	Sierra Leone	Kgh
G-25197-1-2	2021-05-24	Sandi et al.	LIV_V	OR041685	Sandi,J.D.,Momoh,M.,Jalloh,A.M.S.,Kamara,M.S.,Kallon,T.M.P.S.,Francis,B.,Samuels,R.J.,Wohl,S.,Alhasan,F.,Kanneh,L.,Park,D.,Tomkins-Tinch,C.,Siddle,K.J.,Schefflien,J.S.,Sabeti,P.,Garry,R.F.,Andersen,K.G.,Happi,C.,Grant,D.S.	OR041685	Homo sapiens	Sierra Leone	Kgh
G-20573-1-2	2020-12-18	Sandi et al.	LIV_V	OQ919520	Sandi,J.D.,Momoh,M.,Jalloh,A.M.S.,Kamara,M.S.,Kallon,T.M.P.S.,Baimba,F.,Samuels,R.J.,Wohl,S.,Alhasan,F.,Kanneh,L.,Park,D.,Siddle,K.J.,Schieffelin,J.,Sabeti,P.,Garry,R.F.,Andersen,K.G.,Happi,C.,Grant,D.S.,Schefflien,J.S.	OQ919520		Sierra Leone	Kgh
LASV/H.sapiens-tc/NGA/2016/IRR_006	2016-01-14	Ehichioya et al.	unclassified	MK107927	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107927	Homo sapiens	Nigeria	Ekiti
Pinneo-NIG-1969	1969-12-29 (1969-01-01 - 1969-12-31)	Andersen et al.	LI	KM822128	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822128		Nigeria	
LP	1969-12-01 (1969-02-20 - 1970-10-01)	Bowen et al.	LI	AF181853	Bowen,M.D.,Rollin,P.E.,Ksiazek,T.G.,Hustad,H.L.,Bausch,D.G.,Demby,A.H.,Bajani,M.D.,Peters,C.J.,Nichol,S.T.	AF181853			
Acar 3080	1971-03-02 (1970-01-25 - 1972-11-19)	Hajjaj et al.	LI	AY628208	Hajjaj,A.,Chain,P.S.G.,Do,L.H.,Smith,K.L.,Imbro,P.M.,Malfatti,S.A.,Jahrling,P.B.,Geisbert,J.,Ibrahim,M.S.	AY628208			
Pinneo	1970-09-30 (1969-10-28 - 1972-06-02)	Hajjaj et al.	LI	AY628207	Hajjaj,A.,Chain,P.S.G.,Do,L.H.,Smith,K.L.,Imbro,P.M.,Malfatti,S.A.,Jahrling,P.B.,Geisbert,J.,Ibrahim,M.S.	AY628207			
Lassa/H.sapiens-tc/TGO/2016/812939	2016-03-12	Whitmer et al.	LVII	MF990889	Whitmer,S.L.M.,Strecker,T.,Cadar,D.,Dienes,H.P.,Faber,K.,Patel,K.,Brown,S.M.,Davis,W.G.,Klena,J.D.,Rollin,P.E.,Schmidt-Chanasit,J.,Fichet-Calvet,E.,Noack,B.,Emmerich,P.,Rieger,T.,Wolff,S.,Fehling,S.K.,Eickmann,M.,Mengel,J.P.,Schultze,T.,Hain,T.,Ampofo,W.,Bonney,K.,Aryeequaye,J.N.D.,Ribner,B.,Varkey,J.B.,Mehta,A.K.,Lyon,G.M. III,Kann,G.,De Leuw,P.,Schuettfort,G.,Stephan,C.,Wieland,U.,Fries,J.W.U.,Kochanek,M.,Kraft,C.S.,Wolf,T.,Nichol,S.T.,Becker,S.,Stroher,U.,Gunther,S.,Davis,W.,Stroeher,U.	MF990889	Homo sapiens	Togo	
Lassa/H.sapiens-wt/TGO/2016/201600568	2016-03-12	Whitmer et al.	LVII	MF990888	Whitmer,S.L.M.,Strecker,T.,Cadar,D.,Dienes,H.P.,Faber,K.,Patel,K.,Brown,S.M.,Davis,W.G.,Klena,J.D.,Rollin,P.E.,Schmidt-Chanasit,J.,Fichet-Calvet,E.,Noack,B.,Emmerich,P.,Rieger,T.,Wolff,S.,Fehling,S.K.,Eickmann,M.,Mengel,J.P.,Schultze,T.,Hain,T.,Ampofo,W.,Bonney,K.,Aryeequaye,J.N.D.,Ribner,B.,Varkey,J.B.,Mehta,A.K.,Lyon,G.M. III,Kann,G.,De Leuw,P.,Schuettfort,G.,Stephan,C.,Wieland,U.,Fries,J.W.U.,Kochanek,M.,Kraft,C.S.,Wolf,T.,Nichol,S.T.,Becker,S.,Stroher,U.,Gunther,S.,Davis,W.,Stroeher,U.	MF990888	Homo sapiens	Togo	
Togo/2016/7082	2016-02-26	Rieger et al.	LVII	KU961971	Rieger,T.,Cadar,D.,Schmidt-Chanasit,J.,Gunther,S.	KU961971	Homo sapiens	Togo	
Alzey	2016-03-16	Hain et al.	LVII	LT601602	Hain,T.	LT601602		Togo	
BEN-16069	2016-02-23	Yadouleton et al.	LVII	MT193277	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193277	Homo sapiens	Benin	
BEN-16131	2016-04-10	Yadouleton et al.	LVII	MT193282	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193282	Homo sapiens	Benin	
BEN-16070	2016-01-29	Yadouleton et al.	LVII	MT193278	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193278	Homo sapiens	Benin	
BEN-14-26529	2014-10-25	Yadouleton et al.	LVII	MT193285	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193285	Homo sapiens	Benin	
BEN-14-26530	2014-10-23	Yadouleton et al.	LVII	MT193284	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193284	Homo sapiens	Benin	
BEN-16-3490	2016-01-21	Yadouleton et al.	LVII	MT193286	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193286	Homo sapiens	Benin	
BEN-16-3489	2016-01-21	Yadouleton et al.	LVII	MT193287	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193287	Homo sapiens	Benin	
BEN-16-3488	2016-01-21	Yadouleton et al.	LVII	MT193288	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193288	Homo sapiens	Benin	
BEN-16071	2016-02-07	Yadouleton et al.	LVII	MT193279	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193279	Homo sapiens	Benin	
BEN-16090	2016-03-13	Yadouleton et al.	LVII	MT193281	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193281	Homo sapiens	Benin	
BEN-16082	2016-03-05	Yadouleton et al.	LVII	MT193280	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193280	Homo sapiens	Benin	
LASV/H.sapiens-wt/NGA/2017/IRR_008	2017-02-02	Kafetzopoulou et al.	LII	MK117950	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117950	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-wt/NGA/2018/IRR_060	2018-02-03	Kafetzopoulou et al.	LII	MK117992	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117992	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-tc/NGA/2016/IRR_018	2016-02-09	Ehichioya et al.	LII	MK107923	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107923	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-tc/NGA/2016/IRR_013	2016-01-27	Ehichioya et al.	LII	MK107928	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107928	Homo sapiens	Nigeria	Imo
LASV/H.sapiens-tc/NGA/2013/IRR_007	2013-02-03	Ehichioya et al.	LII	MK107962	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107962	Homo sapiens	Nigeria	Enugu
LASV/H.sapiens-tc/NGA/2012/IRR_004	2012-02-10	Ehichioya et al.	LII	MK107966	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107966	Homo sapiens	Nigeria	Rivers
LASV/H.sapiens-tc/NGA/2012/IRR_006	2012-02-21	Ehichioya et al.	LII	MK107967	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107967	Homo sapiens	Nigeria	Rivers
LASV/H.sapiens-tc/NGA/2016/IRR_007	2016-01-18	Ehichioya et al.	LII	MK107922	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107922	Homo sapiens	Nigeria	Cross River
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0133	2016-01-14	Odia et al.	LII	MH053567	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053567	Homo sapiens	Nigeria	
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1150	2016-04-25	Odia et al.	LII	MH053560	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053560	Homo sapiens	Nigeria	
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1311	2016-06-10	Odia et al.	LII	MH053501	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053501	Homo sapiens	Nigeria	
LASV/H.sapiens-tc/NGA/2016/IRR_027	2016-02-28	Ehichioya et al.	LII	MK107926	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107926	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-wt/NGA/2018/IRR_034	2018-01-25	Kafetzopoulou et al.	LII	MK117974	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117974	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-tc/NGA/2016/IRR_026	2016-02-26	Ehichioya et al.	LII	MK107925	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107925	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-wt/NGA/2018/IRR_011	2018-01-13	Kafetzopoulou et al.	LII	MK117960	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117960	Homo sapiens	Nigeria	Ebonyi
H.sapiens-wt/NGA/2018/LASV0125-EBONYI-2018	2018-01-13	Siddle et al.	LII	MH887837	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887837	Homo sapiens	Nigeria	
